hevsengîya doza jîngehê û doza geşkirina civakî, pêwîstî bi sîyaseteka aqilaneya Ewropayî heye.
	
dêrendaz	NOUN		
û	CCONJ		
şadîman	NOUN		
ê	DET		
de	ADP		
,	PUNCT		
nûner	NOUN		
ên	IZAFE		
kompanya	NOUN		
yên	IZAFE		
bîyanî	ADJ		
û	CCONJ		
gelek	ADJ		
mêvan	NOUN		
jî	ADV		
,	PUNCT		
li	ADP		
dîwan	NOUN		
a	IZAFE		
Se`ed	PROPN		
Ebdullah	PROPN		
amade bûn	VERB		
.	PUNCT		
	
ez bi evê boneyê pîrozbayîyê li Mam Celal û endamên serokatîya YNK û hemû endam û alîgirên YNK dikim.
	
ez	PRON		
bi	ADP		
evê	PRON		
bone	NOUN		
yê	DET		
pîrozbayî	NOUN		
yê	DET		
li	ADP		
Mam	PROPN		
Celal	PROPN		
û	CCONJ		
endam	NOUN		
ên	IZAFE		
serokatî	NOUN		
ya	IZAFE		
YNK	PROPN		
û	CCONJ		
hemû	ADJ		
endam	NOUN		
û	CCONJ		
alîgir	NOUN		
ên	IZAFE		
YNK	PROPN		
dikim	VERB		
.	PUNCT		
	
peywendîyên me gelekî xurt in û em xwe girêdayî rêkevtina stiratecîk dibînin.
	
peywendî	NOUN		
yên	IZAFE		
me	PRON		
gelekî	ADV		
xurt	ADJ		
in	VERB		
û	CCONJ		
em	PRON		
xwe	PRON		
girêdayî	ADJ		
rêkevtin	NOUN		
a	IZAFE		
stiratecîk	ADJ		
dibînin	VERB		
.	PUNCT		
	
ev rêkevtina han jî, di berjewendîya neteweya me û hemû Iraqê de ye.
	
ev	PRON		
rêkevtin	NOUN		
a	IZAFE		
han	PART		
jî	ADV		
,	PUNCT		
di	ADP		
berjewendî	NOUN		
ya	IZAFE		
netewe	NOUN		
ya	IZAFE		
me	PRON		
û	CCONJ		
hemû	ADJ		
Iraq	PROPN		
ê	DET		
de	ADP		
ye	VERB		
.	PUNCT		
	
biryar e her evroj Barak Obama gotara taybetîya xwe pêşkêş bike.
	
biryar	NOUN		
e	VERB		
her	PRON		
evroj	ADV		
Barak	PROPN		
Obama	PROPN		
gotar	NOUN		
a	IZAFE		
taybetî	NOUN		
ya	IZAFE		
xwe	PRON		
pêşkêş bike	VERB		
.	PUNCT		
	
evî jêderî ti pêzanînên din di evê bareyê de aşkira nekir.
	
evî	PRON		
jêder	NOUN		
î	DET		
ti	ADV		
pêzanîn	NOUN		
ên	IZAFE		
din	ADJ		
di	ADP		
evê	PRON		
bare	NOUN		
yê	DET		
de	ADP		
aşkira nekir	VERB		
.	PUNCT		
	
rewşa niha hineke cuda ye, bi taybetî gava ku Kurdistanê dest bi hilbirîna petrolê kirîye.
	
rewş	NOUN		
a	IZAFE		
niha	ADV		
hineke	ADV		
cuda	ADJ		
ye	VERB		
,	PUNCT		
bi taybetî	ADV		
gav	NOUN		
a	IZAFE		
ku	SCONJ		
Kurdistan	PROPN		
ê	DET		
dest	NOUN		
bi	ADP		
hilbirîn	NOUN		
a	IZAFE		
petrol	NOUN		
ê	DET		
kirîye	VERB		
.	PUNCT		
	
di evê peywendîya telefonî de, behsa peywendîyên navbera Baxdadê û Parîs di hemû biwaran de hatîye kirin.
	
di	ADP		
evê	PRON		
peywendî	NOUN		
ya	IZAFE		
telefonî	ADJ		
de	ADP		
,	PUNCT		
behs	NOUN		
a	IZAFE		
peywendî	NOUN		
yên	IZAFE		
navber	NOUN		
a	IZAFE		
Baxdad	PROPN		
ê	DET		
û	CCONJ		
Parîs	PROPN		
di	ADP		
hemû	ADJ		
biwar	NOUN		
an	DET		
de	ADP		
hatîye	AUX		
kirin	VERB		
.	PUNCT		
	
Elawî weha jî da xuyakirin, ku hilbijartinên bihên ên parlemanê bandorê li ayindeya Iraqê dikin.
	
Elawî	PROPN		
weha	ADV		
jî	ADV		
da	AUX		
xuyakirin	VERB		
,	PUNCT		
ku	SCONJ		
hilbijartin	NOUN		
ên	IZAFE		
bihên	NOUN		
ên	IZAFE		
parleman	NOUN		
ê	IZAFE		
bandor	NOUN		
ê	DET		
li	ADP		
ayinde	NOUN		
ya	IZAFE		
Iraq	PROPN		
ê	DET		
dikin	VERB		
.	PUNCT		
	
herweha Talebanî şadbûna xwe li hember beşdarbûna kompanyayên Swêdî di avedankirina Iraqê de da nîşandan.
	
herweha	ADV		
Talebanî	PROPN		
şadbûn	NOUN		
a	IZAFE		
xwe	PRON		
li hember	ADP		
beşdarbûn	NOUN		
a	IZAFE		
kompanya	NOUN		
yên	IZAFE		
Swêdî	ADJ		
di	ADP		
avedankirin	NOUN		
a	IZAFE		
Iraq	PROPN		
ê	DET		
de	ADP		
da	AUX		
nîşandan	VERB		
.	PUNCT		
	
balyozê Swêdê weha jî da nîşandan, ku welatê wî bi hêvî ye konsulxaneyekê li herêma Kurdistanê vebike.
	
balyoz	NOUN		
ê	IZAFE		
Swêd	ADJ		
ê	DET		
weha	ADV		
jî	ADV		
da	AUX		
nîşandan	VERB		
,	PUNCT		
ku	SCONJ		
welat	NOUN		
ê	IZAFE		
wî	PRON		
bi hêvî	ADP		
ye	VERB		
konsulxane	NOUN		
yekê	DET		
li	ADP		
herêm	NOUN		
a	IZAFE		
Kurdistan	PROPN		
ê	DET		
vebike	VERB		
.	PUNCT		
	
evî jêderî ti daxuyanîyek di bareya dîdarên serokê komara Iraqê de yên bi berpirsên komara islamîya Îranê re ranegihand.
	
evî	PRON		
jêder	NOUN		
î	DET		
ti	ADV		
daxuyanî	NOUN		
yek	DET		
di 	ADP		
bare	NOUN		
ya	IZAFE		
dîdar	NOUN		
ên	IZAFE		
serok	NOUN		
ê	IZAFE		
komar	NOUN		
a	IZAFE		
Iraq	PROPN		
ê	DET		
de	ADP		
yên	IZAFE		
bi	ADP		
berpirs	NOUN		
ên	IZAFE		
komar	NOUN		
a	IZAFE		
islamî	ADJ		
ya	IZAFE		
Îran	PROPN		
ê	DET		
re	ADP		
ranegihand	VERB		
.	PUNCT		
	
bergê çapa nû bi cild, kaxiza wê şamû’a û ebata wê 24 e.
	
berg	NOUN		
ê	IZAFE		
çap	NOUN		
a	IZAFE		
nû	ADJ		
bi	ADP		
cild	NOUN		
,	PUNCT		
kaxiz	NOUN		
a	IZAFE		
wê	PRON		
şamû’a	NOUN		
û	CCONJ		
ebat	NOUN		
a	IZAFE		
wê	PRON		
24	NUM		
e	VERB		
.	PUNCT		
	
û tertîba helbestên Feqî ji nû ve hatîye rêzkirin.
	
û	CCONJ		
tertîb	NOUN		
a	IZAFE		
helbest	NOUN		
ên	IZAFE		
Feqî	PROPN		
ji nû ve	ADV		
hatîye	AUX		
rêzkirin	VERB		
.	PUNCT		
	
Berfînê ji 800 kesî re perçeyê Ernst yê bi navê "Othello Fantasy" lêxist.
	
Berfîn	PROPN		
ê	DET		
ji	ADP		
800	NUM		
kesî	NOUN		
re	ADP		
perçe	NOUN		
yê	IZAFE		
Ernst	PROPN		
yê	IZAFE		
bi	ADP		
nav	NOUN		
ê	IZAFE		
Othello Fantasy	PROPN		
lêxist	VERB		
.	PUNCT		
	
li angora evê nûçeya CNN endamên encûmena asayişa navdewletî doh kombûna xwe saz kirin û biryara 1874 derxistin.
	
li angora	ADV		
evê	PRON		
nûçe	NOUN		
ya	IZAFE		
CNN	PROPN		
endam	NOUN		
ên	IZAFE		
encûmen	NOUN		
a	IZAFE		
asayiş	ADJ		
a	IZAFE		
navdewletî	ADJ		
doh	ADV		
kombûn	NOUN		
a	IZAFE		
xwe	PRON		
saz kirin	VERB		
û	CCONJ		
biryar	NOUN		
a	IZAFE		
1874	NUM		
derxistin	VERB		
.	PUNCT		
	
li angora evê biryarê jî, dê sizayên leşkerî, aborî û bazirganî li ser Koreyaya Bakur dijwartir û berfirehtir bibin.
	
li angora	ADV		
evê	PRON		
biryar	NOUN		
ê	DET		
jî	ADV		
,	PUNCT		
dê	PART		
siza	NOUN		
yên	IZAFE		
leşkerî	ADJ		
,	PUNCT		
aborî	ADJ		
û	CCONJ		
bazirganî	ADJ		
li ser	ADP		
Koreya	PROPN		
ya	IZAFE		
Bakur	ADJ		
dijwartir	ADJ		
û	CCONJ		
bêtir	ADJ		
û	CCONJ		
berfirehtir	ADJ		
bibin	VERB		
.	PUNCT		
	
ew jî dê azîmandkirina (tecrubekirina) berhemanîna çekên atomî berdewam bikin.
	
ew	PRON		
jî	ADV		
dê	PART		
azîmandkirin	NOUN		
a	IZAFE		
(	PUNCT		
tecrubekirin	NOUN		
a	IZAFE		
)	PUNCT		
berhemanîn	NOUN		
a	IZAFE		
çek	NOUN		
ên	IZAFE		
atomî	ADJ		
berdewam bikin	VERB		
.	PUNCT		
	
karkirên evan kargehan 2981 kes in.
	
karkir	NOUN		
ên	IZAFE		
evan	PRON		
kargeh	NOUN		
an	DET		
2981	NUM		
kes	NOUN		
in	VERB		
.	PUNCT		
	
dê ev kargehên han li herêma Kurdistanê bibin egerê (sebebê) nemana bêkarîyê.
	
dê	PART		
ev	PRON		
kargeh	NOUN		
ên	IZAFE		
han	PART		
li	ADP		
herêm	NOUN		
a	IZAFE		
Kurdistan	PROPN		
ê	DET		
bibin	VERB		
eger	NOUN		
ê	IZAFE		
(	PUNCT		
sebeb	NOUN		
ê	IZAFE		
)	PUNCT		
neman	NOUN		
a	IZAFE		
bêkarî	NOUN		
yê	DET		
.	PUNCT		
	
Ismet Muhemmed Xalid û mamostayên din jî, pêşwazîya wî û şandeya pê re kirin.
	
Ismet	PROPN		
Muhemmed	PROPN		
Xalid	PROPN		
û	CCONJ		
mamosta	NOUN		
yên	IZAFE		
din	ADJ		
jî	ADV		
,	PUNCT		
pêşwazî	NOUN		
ya	IZAFE		
wî	PRON		
û	CCONJ		
şande	NOUN		
ya	IZAFE		
pê	ADP		
re	ADP		
kirin	VERB		
.	PUNCT		
	
li ser daxwaza zankoya Duhokê, evroj berpirsê peywendîyên derve yê zankoya Sant Diyego Stat serdana serokatîya zankoya Duhokê kir.
	
li ser	ADP		
daxwaz	NOUN		
a	IZAFE		
zanko	NOUN		
ya	IZAFE		
Duhok	PROPN		
ê	DET		
,	PUNCT		
evroj	ADV		
berpirs	NOUN		
ê	IZAFE		
peywendî	NOUN		
yên	IZAFE		
derve	ADJ		
yê	IZAFE		
zanko	NOUN		
ya	IZAFE		
Sant	PROPN		
Diyego	PROPN		
Stat	PROPN		
serdan	NOUN		
a	IZAFE		
serokatî	NOUN		
ya	IZAFE		
zanko	NOUN		
ya	IZAFE		
Duhok	PROPN		
ê	DET		
kir	VERB		
.	PUNCT		
	
Norman Lîyonard, şadbûna xwe da nîşandan û pesnê pêşveçûna zankoya Duhokê da.
	
Norman	PROPN		
Lîyonard	PROPN		
,	PUNCT		
şadbûn	NOUN		
a	IZAFE		
xwe	PRON		
da	AUX		
nîşandan	VERB		
û	CCONJ		
pesn	NOUN		
ê	IZAFE		
pêşveçûn	NOUN		
a	IZAFE		
zanko	NOUN		
ya	IZAFE		
Duhok	PROPN		
ê	DET		
da	VERB		
.	PUNCT		
	
taybetmendîya zankoya Sant Dîyego Stat jî di bareya zimanê Englîzî û belavkirina rewşenbîrîya aştîyê de ye.
	
taybetmendî	NOUN		
ya	IZAFE		
zanko	NOUN		
ya	IZAFE		
Sant	PROPN		
Dîyego	PROPN		
Stat	PROPN		
jî	ADV		
di	ADP		
bare	NOUN		
ya	IZAFE		
ziman	NOUN		
ê	IZAFE		
Englîzî	ADJ		
û	CCONJ		
belavkirin	NOUN		
a	IZAFE		
rewşenbîrî	NOUN		
ya	IZAFE		
aştî	NOUN		
yê	DET		
de	ADP		
ye	VERB		
.	PUNCT		
	
ew zankoyeka Amerîkayî ye û li astana Kalifornîya ye û 6400 mamostayên wê hene.
	
ew	PRON		
zanko	NOUN		
yek	DET		
a	IZAFE		
Amerîkayî	ADJ		
ye	VERB		
û	CCONJ		
li	ADP		
astan	NOUN		
a	IZAFE		
Kalifornîya	PROPN		
ye	VERB		
û	CCONJ		
6400	NUM		
mamosta	NOUN		
yên	IZAFE		
wê	PRON		
hene	VERB		
.	PUNCT		
	
ev zankoya han di sala 1897 de hatîye damezrandin û salane 34.000 xwendevan lê dixwînin.
	
ev	PRON		
zanko	NOUN		
ya	IZAFE		
han	PART		
di	ADP		
sal	NOUN		
a	IZAFE		
1897	NUM		
de	ADP		
hatîye	AUX		
damezrandin	VERB		
û	CCONJ		
salane	ADV		
34	NUM		
xwendevan	NOUN		
lê	ADP		
dixwînin	VERB		
.	PUNCT		
	
Mehmûd Osman û binemala wî kir, ji ber ku xwîşka wî çû ber dilovanîya Xweda.
	
Mehmûd	PROPN		
Osman	PROPN		
û	CCONJ		
binemal	NOUN		
a	IZAFE		
wî	PRON		
kir	VERB		
,	PUNCT		
ji ber	ADP		
ku	SCONJ		
xwîşk	NOUN		
a	IZAFE		
wî	PRON		
çû	VERB		
ber	ADP		
dilovanî	NOUN		
ya	IZAFE		
Xweda	NOUN		
.	PUNCT		
	
ev jî teksta serexwşîya serokê herêma Kurdistanê ye, ya ku ji Dr. Mehmûd Osman û binemala wî re şandiye.
	
ev	PRON		
jî	ADV		
tekst	NOUN		
a	IZAFE		
serexwşî	NOUN		
ya	IZAFE		
serok	NOUN		
ê	IZAFE		
herêm	NOUN		
a	IZAFE		
Kurdistan	PROPN		
ê	DET		
ye	VERB		
,	PUNCT		
ya	IZAFE		
ku	SCONJ		
ji	ADP		
Dr.	NOUN		
Mehmûd	PROPN		
Osman	PROPN		
û	CCONJ		
binemal	NOUN		
a	IZAFE		
wî	PRON		
re	ADP		
şandiye	VERB		
.	PUNCT		
	
Eqîd Şêrzad daxwaz ji hukûmeta herêma Kurdistanê jî kir, ku alîkarîya rêvebirîya Kerkûkê bike.
	
Eqîd	PROPN		
Şêrzad	PROPN		
daxwaz	NOUN		
ji	ADP		
hukûmet	NOUN		
a	IZAFE		
herêm	NOUN		
a	IZAFE		
Kurdistan	PROPN		
ê	DET		
jî	ADV		
kir	VERB		
,	PUNCT		
ku	SCONJ		
alîkarî	NOUN		
ya	IZAFE		
rêvebirî	NOUN		
ya	IZAFE		
Kerkûk	PROPN		
ê	DET		
bike	VERB		
.	PUNCT		
	
Fu`ad Huseyn got: erkê paraztina ewledarîya Kerkûkê di destên polîsan û hêzên asayişa Kerkûkê de ye.
	
Fu`ad	PROPN		
Huseyn	PROPN		
got	VERB		
:	PUNCT		
erk	NOUN		
ê	IZAFE		
paraztin	NOUN		
a	IZAFE		
ewledarî	NOUN		
ya	IZAFE		
Kerkûk	PROPN		
ê	DET		
di	ADP		
dest	NOUN		
ên	IZAFE		
polîs	NOUN		
an	DET		
û	CCONJ		
hêz	NOUN		
ên	IZAFE		
asayiş	NOUN		
a	IZAFE		
Kerkûk	PROPN		
ê	DET		
de	ADP		
ye	VERB		
.	PUNCT		
	
gelek caran berpirsên hêzên firehnijad bi xwe jî, pesnê serkevtina polîsan û hêzên asayişa Kerkûkê da ne.
	
gelek	ADJ		
car	NOUN		
an	DET		
berpirs	NOUN		
ên	IZAFE		
hêz	NOUN		
ên	IZAFE		
firehnijad	ADJ		
bi	ADP		
xwe	PRON		
jî	ADJ		
,	PUNCT		
pesn	NOUN		
ê	IZAFE		
serkevtin	NOUN		
a	IZAFE		
polîs	NOUN		
an	DET		
û	CCONJ		
hêz	NOUN		
ên	IZAFE		
asayiş	NOUN		
a	IZAFE		
Kerkûk	PROPN		
ê	DET		
da	ADP		
ne	VERB		
.	PUNCT		
	
Jelewî got: pirsa kurd pirseka aloz e û kurd bi ser welatên deverê de hatine dabeşkirin.
	
Jelewî	PROPN		
got	VERB		
:	PUNCT		
pirs	NOUN		
a	IZAFE		
kurd	NOUN		
pirs	NOUN		
ek	DET		
a	IZAFE		
aloz	ADJ		
e	VERB		
û	CCONJ		
kurd	NOUN		
bi ser	ADP		
welat	NOUN		
ên	IZAFE		
dever	NOUN		
ê	DET		
de	ADP		
hatine	AUX		
dabeşkirin	VERB		
.	PUNCT		
	
kurd bêtirî sih (30) millîyonan in û heta niha dewleteka wan a neteweyî nîne.
	
kurd	NOUN		
bêtirî	ADV		
sih	NUM		
(	PUNCT		
30	NUM		
)	PUNCT		
millîyon	NOUN		
an	DET		
in	VERB		
û	CCONJ		
heta	ADP		
niha	ADV		
dewlet	NOUN		
ek	DET		
a	IZAFE		
wan	PRON		
a	IZAFE		
neteweyî	ADJ		
nîne	VERB		
.	PUNCT		
	
bi evî awayî jî, ew mezintirîn neteweya niha ya bê dewlet in.
	
bi	ADP		
evî	PRON		
awa	NOUN		
yî	DET		
jî	ADV		
,	PUNCT		
ew	PRON		
mezintirîn	ADJ		
netewe	NOUN		
ya	IZAFE		
niha	ADV		
ya	IZAFE		
bê	ADP		
dewlet	NOUN		
in	VERB		
.	PUNCT		
	
ji alîyekî din ve, dê evroj fraksîyona Îtilafa yekgirtû kombûnekê ji bo gengeşekirina diristkirina Îtilafeka nû saz bike.
	
ji	ADP		
alî	NOUN		
yek	DET		
î	IZAFE		
din	ADJ		
ve	ADP		
,	PUNCT		
dê	PART		
evroj	ADV		
fraksîyon	NOUN		
a	IZAFE		
Îtilaf	NOUN		
a	IZAFE		
yekgirtû	ADJ		
kombûn	NOUN		
ekê	DET		
ji	ADP		
bo	ADP		
gengeşekirin	NOUN		
a	IZAFE		
diristkirin	NOUN		
a	IZAFE		
Îtilaf	NOUN		
ek	DET		
a	IZAFE		
nû	ADJ		
saz bike	VERB		
.	PUNCT		
	
termê wî bi dêrendazekî berfereh de li goristana bajarê Amêdîyê hate veşartin.
	
term	NOUN		
ê	IZAFE		
wî	PRON		
bi	ADP		
dêrendaz	NOUN		
ek	DET		
î	IZAFE		
berfereh	ADJ		
de	ADP		
li	ADP		
goristan	NOUN		
a	IZAFE		
bajar	NOUN		
ê	IZAFE		
Amêdî	PROPN		
yê	DET		
hate	AUX		
veşartin	VERB		
.	PUNCT		
	
evroj bi xwe jî, dema dawîya dengdanê bû.
	
evroj	ADV		
bi	ADP		
xwe	PRON		
jî	ADV		
,	PUNCT		
dem	NOUN		
a	IZAFE		
dawî	NOUN		
ya	IZAFE		
dengdan	NOUN		
ê	DET		
bû	VERB		
.	PUNCT		
	
gerek bû evroj dengdan bihata kirin û ev qanûn bihata pesendkirin.
	
gerek	ADJ		
bû	VERB		
evroj	ADV		
dengdan	NOUN		
bihata	AUX		
kirin	VERB		
û	CCONJ		
ev	PRON		
qanûn	NOUN		
bihata	AUX		
pesendkirin	VERB		
